Número Laboratorio,Fecha AP,Región,Sitio,Fecha aC/dC,Etapa,Referencia,Título,Página,Tipo de fecha,Material,Fecha cristiana,Variación,Nivel,Profundidad,Contexto,Estructura,Período,Comentario,Incongruencias,Uso
M 1169,1028,Costa Pacífica,Minguimalo,,Cacicazgos,"Reichel-Dolmatoff & Alicia, 1962",Investigaciones arqueológicas en la costa Pacífica II. Una secuencia cultural del bajo río San Juán.,56,C-14,Carbón,922,150,,70,,,Murillo,Herrera (1989: 150) cita con el mismo numero de laboratorio una fecha de 1040 A.P/910 +-75d.C. y Reichel (1986:229) una de 1240 A.P./710+-75 d.C.. Ambos citan Radiocarbon vol.5:246-247.  Corte I. Para Erigaie esta fecha es de de 710 AP con una variación de 75 y corresponde al sitio Murillo,TRUE,FALSE
M 1170,2200,Costa Pacífica,Catanguero,,Cacicazgos,"Reichel-Dolmatoff, 1965",Colombia.,114,C-14,Carbón,-250,100,,,,,,"Reichel-Dolmatoff, 1986:29,229. Ver ficha Catanguero. La identificación del estilo cerámico datado es discutible ver Salgado y Stemper 1991. Para ver Origen de Catanguero - cita - ver feM1479.",TRUE,FALSE
M 1171,530,Costa Pacífica,Minguimalo,,Cacicazgos,"Reichel-Dolmatoff & Alicia, 1962",Investigaciones arqueológicas en la costa Pacífica II. Una secuencia cultural del bajo río San Juán.,56,C-14,Carbón,1420,75,,260,,,Minguimalo, Corte I,FALSE,FALSE
M 1174,1270,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Malambo,,Cacicazgos,"Angulo, 1981; 1995:28",La tradición Malambo.,36,C-14,Carbón,680,150,,,,,,Ver Archila (1991),FALSE,FALSE
M 1175,1890,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Malambo,,Cacicazgos,"Angulo, 1962",Evidencias de la serie Barrancoide en el norte de Colombia.,86,C-14,,60,200,Nivel 7,60-70,,,Malambo Tardío,"Mas detalles de la ""tradición Malambo"" en Angulo (1981). Reseña crítica en Archila(1991).  Corte 3. Reichel-Dolmatoff 1965:66 presenta como fecha final de la secuencia de Malambo la fecha de 70 d.C. Es probable que se este refiriendo a esta misma fecha.",FALSE,FALSE
M 1176,3070,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Malambo,,Formativo,"Angulo, 1962",Evidencias de la serie Barrancoide en el norte de Colombia.,86,C-14,Carbón,-1120,200,Nivel 14,100-110,Tumba,,Malambo Temprano,"Mas detalles de la ""tradición Malambo"" en Angulo (1981). Reseña crítica en Archila (1991).  Corte III. Esta fecha, sin laboratorio aparece en Reichel 1965:66 como la fecha mas temprana de Malambo.",FALSE,FALSE
M 1302 / 1306,1450,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Palmira,,Cacicazgos,"Angulo, 1978",Arqueología de la Ciénaga Grande de Santa Marta.,164,C-14,Carbón,500,110,,,,,,"Ver reseña Archila (1991). Oyuela 7 Rodríguez, 1995:115",FALSE,FALSE
M 1308 / 1310,1000,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Campo Alegre Tasajeras,,Cacicazgos,"Angulo, 1978",Arqueología de la Ciénaga Grande de Santa Marta.,164,C-14,Conchas,950,105,,,Basurero,,,"La fecha No 1310 aparece como Loma de López en Oyuela & Rodríguez, 1995:115. En el catalogo de Erigaoe aparece como  Los Jagüeyes",FALSE,FALSE
M 1310 / 1311,945,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Loma de López,,Cacicazgos,"Angulo, 1978",Arqueología de la Ciénaga Grande de Santa Marta.,164,C-14,Concha,1005,100,,,,Conchero,,"El contexto del stio es discutido en Archila (1991) que la cita como M 1312 y cita a Angulo (1978).  Cortes I y II. Diferente en Oyuela & Rodríguez, 1995:115",FALSE,FALSE
M 1312,945,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Loma de López,,Cacicazgos,"Oyuela, & Rodríguez, 1995",La formación de los concheros: el caso de noroccidente de América del Sur.,115,,Concha,1005,100,,,,,,,FALSE,FALSE
M 1313,723,Costa Pacífica,Cupica IV,,Cacicazgos,"Reichel-Dolamtoff, 1962",Una nueva fecha de Carbono-14 de Colombia.,331,C-14,Carbón,1227,100,,76,,Montículo,,Reichel (1962: 332) y Bray (1984: 329-330) comparan y relacionan el contexto de Cupica con el de Coclé en Panamá.,FALSE,FALSE
M 1475,1490,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Mina de Oro,,Cacicazgos,"Bischof, 1969","Contribuciones a la cronología de la cultura Tayrona (Sierra Nevada de Santa Marta, Colombia).",B,C-14,,460,100,,,,Conchero,Neguanje,"Ver reseña Langebaek (1987) y Archila (1991). Oyuela & Rodríguez, 1995:115.",FALSE,FALSE
M 1478,1940,Costa Pacífica,Mataje,,Cacicazgos,"Reichel-Dolmatoff, 1986",Arqueología de Colombia: un texto introductorio.,229,C-14,Carbón,10,130,,,,Montículo,Mataje II,"No hay información detallada sobre el sitio y los materiales excavados (Reichel 1965, 1986; Bouchard 1982-83, 1966, 1988, 1989 y 1992).",FALSE,FALSE
M 1479,2250,Costa Pacífica,Mataje,,Cacicazgos,"Reichel-Dolmatoff, 1965",Colombia.,114,C-14,Carbón,-300,200,,,,Montículo,Mataje II,"No hay información detallada sobre el sitio y los materiales excavados ver Reichel-Dolmatoff, 1986:229; Bouchard 1982-83, 1966, 1988, 1989 y 1992. Reichel-Dolmatoff 1965:114 la considera el inicio de Mataje II, que termina en el 10 d.C. Ver fecha M 1480 final del Mataje I. Ver fem1479 para cita de Reichel.",FALSE,FALSE
M 1480,2350,Costa Pacífica,Mataje,3,Cacicazgos,"Reichel-Dolmatoff, 1965",Colombia.,114,C-14,Carbón,-400,180,,,,Montículo,Mataje I,"No hay información detallada sobre el sitio y los materiales excavados (Reichel 1965, 1986; Bouchard 1982-83, 1966, 1988, 1989 y 1992). Reichel-Dolmatoff 1986:92,229. Para Raichel esta es la fecha de finalización de período. El siguiente período - Mataje II - se inicia en el 300 a.C. por lo tanto hay una época de desocupación. Ver fecha M 1479.",FALSE,FALSE
M 1481,950,Costa Pacífica,Imbilí,,Cacicazgos,"Reichel-Dolmatoff, 1965",Colombia.,132,C-14,Carbón,1000,150,,,Basurero,,,"No hay información sobre el contexto, ni la datación precisa (Reichel 1965). Estos últimos datos se encuentran en Mora (1988: 15) y Scott y Bouchard (1988:6)",FALSE,FALSE
NPL 60,700,Valles alto Calima y alto y medio del Cauca,La Primavera,,Cacicazgos,"Bray, & Moseley 1970",Tres estilos alfareros sucesivos en Buga (Cauca).,216,C-14,Carbón,1250,85,,,Basurero,,Sonso,Más detalles en Bray y Moseley (1976).,FALSE,FALSE
NY 636,130,Costa Pacífica,Inguapí,,Republicano,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.",330,C-14,Carbón,1820,80,Capa 1,,,Montículo,,Descartada y/o irrelevante para Bouchard (1982-1983).  Montículo 5,TRUE,FALSE
NY 637,105,Costa Pacífica,Inguapí,,Republicano,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.",330,C-14,Carbón,1845,80,Capa 1,,,Montículo,,Descartada y/o irrelevante para Bouchard (1982-1983). Montículo 5,TRUE,FALSE
NY 638,2050,Costa Pacífica,Inguapí,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.","192, 330",C-14,Carbón,-100,80,,,,Montículo,,Montículo 5,FALSE,FALSE
NY 639,2220,Costa Pacífica,Inguapí,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.","222, 330",C-14,Carbón,-270,85,,,,Montículo,,Montículo 5,FALSE,FALSE
NY 640,2000,Costa Pacífica,Inguapí,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.","222, 330",C-14,Carbón,-50,80,,,,Montículo,Inguapí II,La división Inguapí I-II no es relevante para DeBoer (1994).  Montículo 5,FALSE,FALSE
NY 641,2190,Costa Pacífica,Inguapí,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.","222, 330",C-14,Carbón,-240,100,,,,Montículo,Inguapí II,La división Inguapí I-II no es relevante para DeBoer (1994).  Montículo 5,FALSE,FALSE
NY 642,2275,Costa Pacífica,Inguapí,,Cacicazgos,"Bouchard, 1979;1983:222,330",Hilos de oro martillado hallados en la costa meridional de Colombia.,22,C-14,Carbón,-325,85,,,,Montículo,Inguapí I,La división Inguapí I-II no es relevante para DeBoer (1994).  Montículo 5,FALSE,FALSE
NY 643,1860,Costa Pacífica,Inguapí,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.",222,C-14,Carbón,90,95,,,,Montículo,Inguapí I-II,La división Inguapí I-II no es relevante para DeBoer (1994).  Montículo 5,FALSE,FALSE
NY 742,1900,Costa Pacífica,El Balsal,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.",330,C-14,Carbón,50,70,,,,,El Balsal,,FALSE,FALSE
NY 743,1520,Costa Pacífica,El Morro,,Cacicazgos,"Bouchard, 1983","Excavaciones arqueológicas en la región de Tumaco, Nariño, Colombia.",330,C-14,Carbón,430,75,,,,,El Morro,,FALSE,FALSE
Os 2866,2710,Valles alto Calima y alto y medio del Cauca,La Elvira,,Formativo,Gnecco 1997; Gnecco 2000:79,"Cazando mastodontes, recolectando palmas: un ejercicio revisionista de las investigaciones arqueológicas sobre cazadores-recolectores en Colombia.",38,,,-760,30,4,,,,,Unidad 4s10,FALSE,FALSE
Ox a2,1050,Valles alto Calima y alto y medio del Cauca,Barca de Yotoco,,Cacicazgos,"Sampson, et al. 1976",Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,88,TL,Cerámica,900,85,Estrato III B,150-170,Basurero,,Yotoco,"Las dataciones Ox a2, a3, a7, b1 y b3 son coherentes entre sí e invalidan las IVIC 597 y GrN 5762 (Bray y Moseley 1976: 87-88).",TRUE,FALSE
Ox a3,1130,Valles alto Calima y alto y medio del Cauca,Barca de Yotoco,,Cacicazgos,"Sampson, et al. 1976",Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,88,TL,Cerámica,820,100,Estrato III B,150-170,Basurero,,Yotoco,"Las dataciones Ox a2, a3, a7, b1 y b3 son coherentes entre sí e invalidan las IVIC 597 y GrN 5762 (Bray y Moseley 1976: 87-88).",TRUE,FALSE
Ox a7,1010,Valles alto Calima y alto y medio del Cauca,Barca de Yotoco,,Cacicazgos,"Sampson, et al. 1976",Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,88,TL,Cerámica,940,85,Estrato III B,150-170,Basurero,,Yotoco,"Las dataciones Ox a2, a3, a7, b1 y b3 son coherentes entre sí e invalidan las IVIC 597 y GrN 5762 (Bray y Moseley 1976: 87-88).",TRUE,FALSE
Ox b1,1180,Valles alto Calima y alto y medio del Cauca,Moralba,,Cacicazgos,"Sampson, et al. 1976",Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,88,TL,Cerámica,770,100,Nivel 8,,Basurero,,Yotoco,"Las dataciones Ox a2, a3, a7, b1 y b3 son coherentes entre sí e invalidan las IVIC 597 y GrN 5762 (Bray y Moseley 1976: 87-88). Trinchera 2",TRUE,FALSE
Ox b3,1030,Valles alto Calima y alto y medio del Cauca,Moralba,,Cacicazgos,"Sampson, et al. 1976",Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,88,TL,Cerámica,920,100,Nivel 8,,Basurero,,Yotoco,"Las dataciones Ox a2, a3, a7, b1 y b3 son coherentes entre sí e invalidan las IVIC 597 y GrN 5762 (Bray y Moseley 1976: 87-88).",TRUE,FALSE
OxA 106,780,Valles alto Calima y alto y medio del Cauca,Montecito,,Cacicazgos,"Gahwiler, 1989",Estudios arqueológicos en la región de Pavas la Cumbre.,98,TL,Carbón,1170,150,,,Habitación,,,"Gahwiler, dice que sale de Bray et al 1982, pero ese titulo no existe en su bibliográfia, sitio de vivienda.",FALSE,FALSE
OxA 107,820,Valles alto Calima y alto y medio del Cauca,Montecito,,Cacicazgos,"Gahwiler, 1989",Estudios arqueológicos en la región de Pavas la Cumbre.,98,TL,Carbón,1130,150,,,Habitación,,,"Gahwiler, dice que sale de Bray et al 1982, pero ese titulo no existe en su bibliografía, sitio de vivienda.",TRUE,FALSE
OxA 1577,1640,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Nahuange I,,Cacicazgos,Bray 1995,Searching for environmental stress: climatic and anthropogenic influences on the landscape of Colombia.,110,,,310,70,,,,,Nahuange,Casting core of one tumbaga figurine. El sitio fue originalmente excavado por Alden Mason (1931-1939). Transición al estilo Tairona.,FALSE,FALSE
OxA 2815,750,Altiplano Cundiboyacense,,,Cacicazgos,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,C-14,,1200,60,,,,,Muisca,Momia ICAN 38-I-776.,FALSE,FALSE
OxA 2816,710,Altiplano Cundiboyacense,,,Cacicazgos,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,,,1240,60,,,,,Muisca,Momia ICAN 3S-I-777,FALSE,FALSE
OxA 2827,120,Altiplano Cundiboyacense,,,Republicano,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,C-14,,1830,100,,,,,Muisca,Momia ICAN 00-0s-0001,FALSE,FALSE
OxA 2828,101,Altiplano Cundiboyacense,Socotá (?),,Republicano,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,,,1849,100,,,,,Muisca,Momia ICAN 38-I-771. Socotá.,FALSE,FALSE
OxA 2829,1480,Montaña Santandereana,Chiscas,,Cacicazgos,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,C-14,,470,100,,,,,,Momia ICAN 42-IX-3956 Chiscas/Lache,FALSE,FALSE
OxA 2830,480,Altiplano Cundiboyacense,Ubaté,,Cacicazgos,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,C-14,,1470,110,,,,,Muisca,Momia ICAN 423-A-423 Ubaté.,TRUE,FALSE
OxA 2833,430,Altiplano Cundiboyacense,Pisba,,Cacicazgos,"Cárdenas, 1994","Reconstrucción química de la paleodieta en restos arqueológicos humanos del territorio Muisca, Colombia.",77,C-14,,1520,100,,,,,Muisca,Momia MO-1 Pisva,TRUE,FALSE
P 0210 P2,2490,Costa Pacífica,La Cocotera,,Formativo,"Patiño, 1992",Sociedades Tumaco-La Tolita: Costa Pacífica de Colombia y Ecuador,40,C-14,Carbón,-540,50,Capa 1-2,20-40,Basurero,,La Cocotera,Trinchera 4. Dudosa según Salgado et al. (1995). Confirmar laboratorio. No esta en la bibliografía.,FALSE,FALSE
P 0211 P1,3200,Costa Pacífica,La Cocotera,,Formativo,"Patiño, 1992",Sociedades Tumaco-La Tolita: Costa Pacífica de Colombia y Ecuador,39,C-14,Carbón,-1250,50,Capa 2,50-60,Basurero,,La Cocotera,Trinchera 4. Dudosa según Patiño (1992) y Salgado et al. (1995). La P del laboratorio es por Pitt y son muestras de Pittsburgh.,TRUE,FALSE
PITT 0533,55,Valles alto Calima y alto y medio del Cauca,Laguna baja,,Republicano,"Jaramillo, 1989","Investigación arqueológica en los municipios de Chinchiná, Palestina, Villamaría y Santa Rosa de Cabal.",30,C-14,Carbón,1895,50,Nivel 4,26-35,,,,Descartada por Jaramillo (1989: 31).,TRUE,FALSE
PITT 0865,2320,Alto Magdalena,Santa Rosa VP1226,2165,Cacicazgos,"Drennan, 1993","Clasificación cerámica, estratigrafía y cronología.","70, 89, 98",C-14,Carbón,370,55,Suelo pardo negro,,,Aterrazamiento,Formativo 1,Santa Rosa VP1226 476E904N,FALSE,FALSE
PITT 1137,685,Costa Pacífica,Palestina,,Cacicazgos,"Salgado, & Stemper, 1991",Alfareria prehispánica temprana entre la bahía de Buenaventura y el bajo río San Juan.,,,,1265,50,,,,,,En el catalogo de Eriagie aparece como Palestina I.,FALSE,FALSE
PITT 1138,2620,Costa Pacífica,Bocana I,3,Formativo,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,-670,50,Rasgo 1,55-60,Basurero,,Tumaco-Tolita,Primera datación disponible para el comienzo de la ocupación del sitio La Bocana  I U. E. IV,FALSE,FALSE
PITT 1139,1070,Costa Pacífica,Ordoñez I,,Cacicazgos,"Salgado, & Stemper, 1995",Cambios en alfareria y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios.,58-59,C-14,Carbón,880,25,,53-68,,Molde de poste,,"Sale de la unidad III, excavado en el perfil",FALSE,FALSE
PITT 1140,545,Costa Pacífica,Ordoñez I,,Cacicazgos,"Salgado, & Stemper, 1995",Cambios en alfareria y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios.,59,,Carbón,1405,25,,16-25,Habitación,,,"El ""piso de ocupación"" esta integrado por pedazos grandes y medianos de cerámica y pocos bordes, barro cocido, un hacha y otros artefactos líticos.",FALSE,FALSE
PITT 1141,1105,Costa Pacífica,Ordoñez I,,Cacicazgos,"Salgado, & Stemper, 1995",Cambios en alfareria y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios.,"58,7",C-14,Carbón,845,50,,25-45,,,,"Unidad de Excavación VII, asociado a barro quemado, tiestos y bordes de vasijas. Romero 1995:202;",FALSE,FALSE
PITT 1142,170,Costa Pacífica,Palestina,,Colonial,"Salgado, & Stemper, 1995",Cambios en alfareria y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios.,8,C-14,Carbón,1780,30,,,,,,Romero 1995:202. En el catalogo Erigaie aparece como Palestina II,FALSE,FALSE
PITT 1143,1595,Costa Pacífica,Bocana I,,Cacicazgos,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,355,40,,44-77,,,Tumaco-Tolita,Unidad de Excavación VII,FALSE,FALSE
PITT 1144,1995,Costa Pacífica,Bocana I,3,Cacicazgos,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,-45,45,Rasgo 2C,80-90,,Suelo antrópico,Tumaco-Tolita,Se discuten la relación entre cambios en la subsistencia y complejidad social  (Salgado et al. 1995). Unidad de Excavación IX,FALSE,FALSE
PITT 1145,2005,Costa Pacífica,Bocana I,3,Cacicazgos,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,-55,35,,25-37,Basurero,,Tumaco-Tolita,Unidad de Excavación XI,FALSE,FALSE
PITT 1146,2515,Costa Pacífica,Bocana III,4,Formativo,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,-565,40,,65-75,Basurero,,Tumaco-Tolita,Datación asociada con cerámica no diagnóstica pero sí con cambios ambientales (Salgado et al. 1995). Unidad de Excavación II,FALSE,FALSE
PITT 1147,960,Costa Pacífica,Palestina,,Cacicazgos,"Salgado, & Stemper, 1991",Alfareria prehispánica temprana entre la bahía de Buenaventura y el bajo río San Juan.,,,,990,45,,,,,,Información Eriagie. En el catalogo aparece como Palestina I.,FALSE,FALSE
PITT 1148,310,Costa Pacífica,Palestina,,Colonial,"Stemper & Salgado, 1993",Metalurgia Prehispánica y Colonial-Republicana en el Pacífico Colombiano,82,C-14,Carbón,1640,20,Depósito 1,10-20,,Suelo antrópico,Tardío,"Ver Salgado, & Stemper (1995:79-82) y Romero (1993). Palestina III U. E. III; Romero 1995:202. En el catalo de Erigaie aparece como Palestina III",FALSE,FALSE
PITT 1149,815,Costa Pacífica,Palestina,,Cacicazgos,"Stemper & Salgado, 1993",Metalurgia Prehispánica y Colonial Republicana en el Pacífico Colombiano,79,C-14,Carbón,1135,35,Depósito 2,26-36,Habitación,,,"Ver Salgado, & Stemper (1995). Palestina III U.E. III; Romero 1995:202. En el catalo de Erigaie aparece como Palestina III",FALSE,FALSE
PITT 1152,665,Costa Pacífica,Palestina,,Cacicazgos,"Stemper & Salgado, 1993",Metalurgia Prehispánica y Colonial-Republicana en el Pacífico Colombiano,80,C-14,Carbón,1285,30,,60-80,,Suelo antrópico,Tardío,"Ver Salgado, & Stemper (1995) y Romero (1993). Palestina VII U. E. I; Romero 1995:202, En el catalo de Erigaie aparece como Palestina VII.",FALSE,FALSE
PITT 1153,765,Costa Pacífica,Palestina,,Cacicazgos,"Stemper & Salgado, 1993",Metalurgia Prehispánica y Colonial-Republicana en el Pacífico Colombiano,80,C-14,Carbón,1185,50,,31-36,,Suelo antrópico,Tardío,"Ver Salgado, & Stemper (1995) y Romero (1993). Palestina III U. E. III",FALSE,FALSE
PITT 1154,2330,Costa Pacífica,Bocana I,3,Cacicazgos,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,-380,45,Rasgo 3A,39-48,Basurero,,Tumaco-Tolita,Bocana I U. E. IV,FALSE,FALSE
PITT 1200,525,Costa Pacífica,Palestina,,Cacicazgos,"Stemper & Salgado, 1993",Metalurgia Prehispánica y Colonial-Republicana en el Pacífico Colombiano,82,C-14,Carbón,1425,35,,,,Montículo,,"Ver Salgado, & Stemper (1995). Palestina VIII C.  Romero 1995:202. En el catalo de Erigaie aparece como Palestina VIIIc.",FALSE,FALSE
PITT 1251,1735,Costa Pacífica,Bocana I,,Cacicazgos,"Salgado, et al. 1995",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,135,C-14,Carbón,215,55,Rasgo 1,40-48,,,,,FALSE,FALSE
