Contador,Autor,Año,Título,Publicado,Area
5699,"Silva, Eliécer",1945,Investigaciones arqueológicas en Sogamoso. Departamento de Boyacá.,"Boletín de Arqueología, 1(4 Partes): 36-48, 83-112, 283-397 y 467-490.",Arqueología Colombiana
5217,"Silva, Eliécer",1983,"Descubrimiento arqueológico en Villa de Leiva,","Memorias del II Congreso de Antropología en Colombia. Boletín de Antropología, 5(17-19): 235-250.",Arqueología Colombiana
6442,"Silva, Eliécer",1945,Sobre arqueología Chibcha.,"Boletín de Arqueología, 1:531-552.",Arqueología Colombiana
6681,"Silva, Eliécer",1964,Una inspección arqueológica por el alto río Minero.,"Revista Colombiana de Antropología, 13:9-30.",Arqueología Colombiana
5200,"Silva,Victoria Margarita",1985,"Clasificacion y análisis de los volantes de huso Muiscas,","Tesis de Grado Universidad de Los Andes, Bogotá. Inédito.",Arqueología Colombiana
6229,"Soto-Holguin, Álvaro",1982,Proyecto Buritaca 200 de Junio de 1976 a septiembre de 1982.,"Fundación Cultura Tayrona, Bogotá. Inédito",Arqueología Colombiana
5743,"Soto-Holguin, Álvaro",1988,La ciudad perdida de los Tayronas: historia de su hallazgo y descubrimiento.,Centro de Estudios del Neotrópico,Arqueología Colombiana
10283,"Soto-Holguin, Álvaro",2006,The lost city of the Tayronas.,Editorial Nomos S.A.,Arqueología Colombiana
5561,"Sotomayor, Hugo",1993,Homosexualismo prehispánico en Colombia. Reflexiones alrededor de la evidencia etnohistorica y arqueológica.,"Boletín del Museo del Oro, 34-35:177-186.",Arqueología Colombiana
5350,"Sotomayor, Hugo",1990,Enfermedades en el arte prehispánico colombiano.,"Boletín del Museo del Oro, 29:62-73.",Arqueología Colombiana
5349,"Sotomayor, Hugo",1990,Enfermedad en el arte prehispánico colombiano.,"Boletín del Museo del Oro, 29:62-73.",Arqueología Colombiana
5777,"Sotomayor, María Lucia & María Victoria Uribe",1987,La estatuaria del macizo colombiano.,"Instituto Colombiano de Antropología. Colcultura, Bogotá.",Arqueología Colombiana
9965,Stahl Peter W. & Augusto Oyuela-Caycedo,2007,Early prehistoric sedentism and seasonal animal exploitation in the Caribbean lowlands of Colombia.,"Journal of Anthropological Archaeology, 26:329–349.",Arqueología Colombiana
5909,"Stemper, David",1992,Los cacicazgos prehispánicos en las llanuras aluviales de los ríos Sinú y San Jorge.,"Arte de la tierra. Sinú y río Magdalena, pp 10-15. Fondo de Promoción de la Cultura del Banco Popular Colección Tesoros Precolombinos. Bogotá.",Arqueología Colombiana
5987,"Stemper, David & Héctor Salgado",1993,Metalurgia prehispánica y colonial-republicana en el Pacífico colombiano.,"Revista Colombiana de Antropología, 30:59-99.",Arqueología Colombiana
5894,"Stemper, David & Héctor Salgado",1995,Local histories and global theories in colombian Pacific coast archaeology.,"Antiquity, 69:248-269",Arqueología Colombiana
6542,"Stemper, David & Héctor Salgado",1993,Tres milenios de historia con base en la arqueología del Pacífico.,"Colombia Pacífico 1:272-291. Fondo FEN, Colombia. Bogotá.",Arqueología Colombiana
35564,"Sthal, Peter W.",2016,Holocene biodiversity: an archaeological perspective from the Americas,"Annual. Review of Anthropology, 25: 105–126.",Arqueología Colombiana
5696,"Such Martin, Miguel",1945,Investigaciones arqueológicas en Santander.,"Revista de Santander, 1:85-95; 2:91-103;3:133-139; 4:136-142.",Arqueología Colombiana
5186,"Sutherland, Donald",1967,Breve informe sobre trabajos arqueológicos en Santander del Sur y Tolima.,"Instituto Colombiano de Antropología, Bogotá. Inédito.",Arqueología Colombiana
6164,"Sutherland, Donald",1972,"Preliminary investigations into the prehistory of Santander, Colombia.","Tesis de Posgrado, University of Tulane, Tulane U.S.A.",Arqueología Colombiana
4877,"Sutherland, Donald & N. Carson",1979,"Adaptaciones prehistóricas al ambiente litoral en la isla de Salamanca, costa norte de Colombia.","Revista de la Facultad de Filosofía y Letras de la Pontificia Universidad Javeriana, 10: 51-63. Bogotá.",Arqueología Colombiana
6110,"Taft, Mary",1993,Patrones de producción y distribución de la cerámica.,"Cacicazgos prehispáncos del  Valle de La Plata: cerámica-cronología y producción artesanal, editado por Robert Drennan, Mary M. Taft & Carlos Uribe. pp 106-172.University of Pottsburgh Memorirs in Latin American Archaeology No 5. Universidad de Los Andes.",Arqueología Colombiana
5881,"Tastevin,",1923,"Les petroglyphes de La Pedrera, río Caquetá, Colombia.",Journal de la Société des Américanistes. Tome 15 Paris.,Arqueología Colombiana
5173,"Therrien, Monika",1991,"Basura arqueológica y tecnología cerámica. Estudio de un basurero de taller cerámico en el resguardo colonial de Raquira, Boyacá.","Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6020,"Therrien, Monika",1996,"Naciones, imperios y territorios muiscas: historiografía arqueológica de la Sabana de Bogotá.","Compilación bibliográfica e informativa de datos arqueológicos de la Sabana de Bogotá, siglos VIII al XVI d.C. Instituto Colombiano de Antropología - Colcultura, pp. 23-43. Bogotá.",Arqueología Colombiana
5430,"Therrien, Monika",1990,Excavaciones arqueológicas en Guaduero-Cundinamarca. (Reseña).,"Boletín del Museo del Oro, 26:138-139.",Arqueología Colombiana
6184,"Therrien, Monika",1995,Producción y comercio en la Nueva Granada: preferencias o referencias . Arqueología histórica en Colombia.,"Instituto Colombiano de Antropología, Bogotá. Inédito.",Arqueología Colombiana
6350,"Therrien, Monika",1992,"Reseña a: La vivienda prehispánica calima; escrito por H. Salgado C.A. Rodríguez, V.A. Bashilov.","Boletín del Museo del Oro, 32-33: 188-190.",Arqueología Colombiana
6343,"Therrien, Monika",1992,Reseña a History of Latin American Archaeology.,"Boletín del Museo del Oro, 32-33:185-188.",Arqueología Colombiana
8873,"Therrien, Monika",2004,"Dandies en Bogotá: industrias para la civilización y el cambio, siglos XIX-XX.","Arqueología histórica en América del sur. Los desafíos del siglo XXI, eds., Pedro Paulo A. Funari, Andreés Zarankin, pp 105-129. Universidad de los Andes, Facultad de Ciencias Sociales, Departamento de Antropología.",Arqueología Colombiana
5373,"Therrien, Monika",1999,"Estrategias Frente a un Patrimonio Cultural Masculino, Blanco y Adulto: Arqueología Histórica en Colombia.","Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
6472,"Therrien, Monika",1995,"Terremotos, movimientos sociales y patrones de comportamiento cultural: arqueología en la cubierta de la catedral primada de Bogotá.","Revista Colombiana de Antropología, 32:147-183.",Arqueología Colombiana
6174,"Therrien, Monika & Braida Enciso",2000,"Presentación-Introducción a ""Sociedades complejas de la sabana de Bogotá, siglos VII al XVI d.C. ""","Sociedades complejas de la sabana de Bogotá, siglos VII al XVI d.C. Editores Braida Enciso 7 Monika Therrien, pp  9-20. Instituto Colombiano de Antropología.",Arqueología Colombiana
6686,"Therrien, Monika & Braida Enciso",1991,Una re-investigación arqueológica en la Sabana de Bogotá.,"Boletín del Museo del Oro, 31:130-131.",Arqueología Colombiana
4998,"Thompson, Erick",1936,Archaeology of South America.,Field Museum of Natural History. Department of Anthropology.,Arqueología Colombiana
5785,"Torres, Marcela",1980,"La fotointerpretación como instrumento moderno para la prospección arqueológica, un ejemplo práctico en la Sabana de Bogotá.","Tesis de Grado Universidad de Los Andes, Bogotá. Inédito.",Arqueología Colombiana
6086,"Torres, Reina",1982,Panorama arqueológico del Darien.,"Revista Loteria, Nos 314-315-316. Panama.",Arqueología Colombiana
5371,"Tovar Torres, Jorge",2005,Estrategias Adaptativas Prehispánicas en la región del raudal de Maypures Alto Orinoco. Un estudio preliminar.,Monografía presenta para obtener el titulo de antropólogo. Universidad Nacional de Colombia.,Arqueología Colombiana
4947,"Tovar, Arnold",1982,Análisis y síntesis de la arqueología en el Tolima.,"Tesis de Grado Universidad Nacional de Colombia, Bogotá. Inédito",Arqueología Colombiana
5648,"Tovar, Arnold",1980,Investigaciones arqueológicas en el cañon de Amaime.,"Tesis de Grado Universidad Nacional de Colombia, Bogotá. Inédito.",Arqueología Colombiana
5086,"Tovar, Arnold",1994,Arqueología del norte del Huila. Santa Ana-Colombia,"Espacios miticos y cotidianos,  pp.  34-36. Arqueología del Alto Magdalena. Gobernación del Huila, Museo Nacional de Colombia.",Arqueología Colombiana
5236,"Tovar, Hermes",1970,Documentos sobre tributación y dominación en la sociedad Chibcha.,"Universidad Nacional de Colombia, Bogotá.",Arqueología Colombiana
5784,"Tovar, Hermes",1980,La formación social Chibcha.,"CIEC- Cooperativa de profesores Universidad Nacional de Colombia, Bogotá.",Arqueología Colombiana
5744,"Triana, Miguel",1922,La civilización Chibcha.,"Escuela tipográfica Salesiana, Bogotá.",Arqueología Colombiana
8946,"Trimborn, Hermann",2005,Señorío y barbarie en el Valle del Cauca.,Biblioteca del Gran Cauca. Editorial Universidad del Cauca.,Arqueología Colombiana
6540,"Trimborn, Hermann",1944,"Tres estudios para la etnografía y arqueología de Colombia, las minas de Buriticá.","Revista de Indias, 16:199-226. Madrid",Arqueología Colombiana
6429,"Trimborn, Hermann",1949,Señorio y barbarie en el Valle del Cauca.,"Consejo Superior de Investigaciones Científicas, Madrid.",Arqueología Colombiana
6353,"Turbay, Luisa  F. &  Mauricio, Londoño",1975,Reseña de un sitio arqueológico en el Magdalena medio: Puerto Serviez.,"Revista Colombiana de Antropología, 19:139 -197.",Arqueología Colombiana
5424,"Uprimmy, Elena",1969,"Excavaciones arqueológicas en el alto de Cubia, municipio de Bojacá.","Tesis de Grado Universidad de Los Andes, Bogotá. Inédito.",Arqueología Colombiana
5992,"Urbina, Fernando",1985,"Mitología Murui-Muinane. Petroglifos en el río Caquetá y sus posibles relaciones con la cultura Agustiniana (I,II).","Proyectos de Investigación realizados entre 1972 - 1984 (Resúmenes), pp. 4. Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República.",Arqueología Colombiana
5562,"Urdaneta, Martha",1991,Huellas de Pishau en el resguardo de Guambía: ensayando caminos para su estudio.,"Boletín del Museo del Oro, 31:3-29.",Arqueología Colombiana
5627,"Urdaneta, Martha",1988,Investigación arqueológica en el resguardo indígena de Guambía.,"Boletín del Museo del Oro, 22:54-81.",Arqueología Colombiana
5342,"Urdaneta, Martha, Trochez C, & Flor M.",1990,En busca de las huellas de los antiguos Guambianos.,"Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá. Inédito",Arqueología Colombiana
5745,"Uribe de Correa, Clara, & Amanda Delgado",1989,La colección cerámica Alzate: reconstrucción y valoración de un patrimonio cultural,"Tesis de grado, Universidad de Antioquia, (Inédito). Medellín.",Arqueología Colombiana
6140,"Uribe, Carlos",1995,Por las montañas Taironas. Los caminos de la Sierra Nevada de Santa Marta.,"Caminos Reales de Colombia, ed., M. Useche, pp, 85-95, Fondo FEN Colombia.",Arqueología Colombiana
6154,"Uribe, Carlos & Robert, Drennan",1989,"Prefacio a Cacicazgos Prehispánicos del Valle de La Plata: El contexto Medioambiental de la Ocupación Humana,","Cacicazgos prehispáncos del  Valle de La Plata: el contexto medioambiental de la ocupación humana, eds., Luisa F. Herrera, R. Drennan & C. Uribe,  Tomo 1. pp xvi - xviii.. Pittsburgh - Bogotá.",Arqueología Colombiana
5617,"Uribe, María Alicia",1988,"Introducción a la orfebrería de San Pedro de Urabá, una región del noroccidente colombiano.","Boletín del Museo del Oro, 20:35-53.",Arqueología Colombiana
8953,"Uribe, María Alicia",2005,"Mujeres, calabazos, brillo y tumbaga. Símbolos de vida y transformación en la orfebrería Quimbaya temprana.","Boletín de Antropología, 19(36): 60-93.",Arqueología Colombiana
5810,"Uribe, María Alicia",1991,La orfebrería Quimbaya tardía.,"Boletín del Museo del Oro, 31:31-124.",Arqueología Colombiana
8948,"Uribe, María Alicia",2005,"Mujeres, calabazos, brillo y tumbaga. Símbolos de la vida y transformación en la orfebrería Quimbaya Temprana.","Boletín de Antropología, 19(36):61-93.",Arqueología Colombiana
5144,"Uribe, María Victoria",1978,"Asentamientos prehispánicos en el altiplano de Ipiales, Colombia.","Revista Colombiana de Antropología, 21:57-195.",Arqueología Colombiana
6263,"Uribe, María Victoria",1981,Reconocimiento arqueológico del valle medio del río Guamués (Putumayo).,"Revista Colombiana de Antropología, 23:253-276.",Arqueología Colombiana
5233,"Uribe, María Victoria",1975,Documentos del siglo XVIII referentes a la provincia de los Pastos: problemas de interpretación.,"Revista Colombiana de Antropología, 19:39-64.",Arqueología Colombiana
5289,"Uribe, María Victoria",1987,El manejo del tiempo en arqueología.,"Revista de Antropología Universidad de los Andes, 3(2):167-173.",Arqueología Colombiana
6311,"Uribe, María Victoria",1976,"Relaciones prehispánicas entre la costa del pacífico y el altiplano nariñense, Colombia.","Revista Colombiana de Antropología, 20:11-24.",Arqueología Colombiana
5726,"Uribe, María Victoria",1992,La arqueología del altiplano nariñense.,Arte de la tierra. Nariño. pp 8-12. Fondo de Promoción de la Cultura del Banco Popular Colección Tesoros Precolombinos. Bogotá.,Arqueología Colombiana
6097,"Uribe, María Victoria",1985,Pastos y protopastos: La red regional de intercambio de productos y materias primas de los siglos X a XVI D.C,"Maguare, 3:33-46.",Arqueología Colombiana
5845,"Uribe, María Victoria",1983,"Las etnias prehispánicas del altiplano de Ipiales, Colombia: consideraciones finales.","Boletín de Antropología, 5 (17-19),  Tomo I: 261-268.",Arqueología Colombiana
6470,"Uribe, María Victoria",1995,Tendencias del desarrollo tardio de los cacicazgos andinos colombianos.,"Perspectivas regionales en la arqueología del suroccidente de Colombia y norte del Ecuador, ed., Cristóbal Gnecco, pp. 245-262. Editorial Universidad del Cauca, Popayán.",Arqueología Colombiana
5374,"Uribe, María Victoria & Fabricio Cabrera",1988,Estructuras de pensamiento en el altiplano Nariñense: Evidencias de la arqueología.,"Revista de Antropología Universidad de los Andes, 4(2):36-65.",Arqueología Colombiana
5459,"Uribe, María Victoria & Roberto Lleras",1978,"Excavaciones en los cementerios protopasto y Miraflores, Nariño.","Revista Colombiana de Antropología, 24:335-379.",Arqueología Colombiana
4966,"Uricoechea, Ezequiel",1854,Antiguedades neogranadinas.,"Biblioteca Banco Popular, Bogota.",Arqueología Colombiana
5530,"Uricoechea, Ezequiel",1871,"Gramática, vocabulario, catecismo y confesionario de la lengua chibcha.","Maisonneuve I Cia., Libre-ros Editores. Paris.",Arqueología Colombiana
5574,"Urrego, Cristina; Luisa Fernanda Herrera; Santiago Mora & Inés Cavelier",1995,Informática y arqueología: un modelo para el manejo de datos básicos.,"Premios Nacionales de Cultura, Colcultura, Bogotá.",Arqueología Colombiana
