Autor,Título,Año,Publicado,Editado,Publicación internacional,Sitios,Tema,Período,Etapa,Región,Asunto,Tipo de proyecto,Comentario,Requerido
"Bolian, Charles",Seriation of the Darien style anthropomorphic figure.,1973,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Langebaek, Carl Henrik",Siempre hay más de un camino... Dos sociedades complejas: incas y muiscas.,1992,,TRUE,FALSE,,Etnohistoria,,,Altiplano Cundiboyacense,,Divulgación,,FALSE
"Clerc, Isabel",Sigilografía precolombina.,1989,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,,Investigación básica,,FALSE
"Bolian, Charles",Similarities in the Pre-Columbian Gold work of Colombia and Central America.,0,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Costa Pacífica,Orfebreria,Investigación básica,Sin año de Publicación.,FALSE
"Morcote, Gaspar (ed).",Simposio pueblos y ambientes: una mirada al pasado precolombino.,2001,,TRUE,FALSE,,,,,,,,,FALSE
"Callaghan, Richard T. & Bray, Warwick",Simulating prehistoric sea contacts between Costa Rica and Colombia.,2007,,TRUE,FALSE,,,,,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Botiva, Alvaro","Síntesis bibliográfica y consideraciones sobre la posible existencia de nuevos sitios arqueológicos en el Resguardo Indígena de San Andrés de Sotavento, Bajo Sinú (Córdoba) y entre Caucasia (Antioquia) Coveñas (Sucre)",1988,,FALSE,FALSE,,Síntesis datos,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Rescate arqueológico,,FALSE
"Herrera, Luisa Fernanda; Inés Cavelier & Santiago, Mora",Sistema de información de arqueología colombiana.,1998,,FALSE,FALSE,,Teoría arqueológica,,,,Sistematización información,Investigación básica,,FALSE
"Rodríguez, Camilo",Sites with early ceramics in the Caribbean littoral of Colombia: a discussion of periodization and typologies.,1995,,TRUE,TRUE,,Síntesis datos,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Hernández, Cecilia",Sitio de sentamiento Panche (Armero-Tolima).,1978,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Magdalena medio,,Investigación básica,,FALSE
"Lleras, Roberto",Sitios arqueológicos en el alto valle de Tenza.,1983,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Broadbent, Sylvia",Situación del Bogotá Chibcha.,1974,,TRUE,FALSE,,Arqueología sitio/localidad,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Bray, Tamara L.","Skeuomorphos, conchas de cerámica en los Andes septentrionales: ideoloía, emulación e intercambio a larga distancia.",2001,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Macizo Andino del sur,,Investigación basica,,FALSE
"Silva, Eliécer",Sobre arqueología Chibcha.,1945,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Gnecco, Cristóbal & Adriana Schmidt Dias",Sobre arqueología de contrato,2017,,FALSE,FALSE,,Teoría arqueológica,,,,,Rescate arqueológico,,FALSE
"Gnecco, Crsitobál",Sobre el discurso arqueológico en Colombia.,1999,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Alzate, Fernando",Sobre las investigaciones arqueológicas en el bajo río San Jorge.,1974,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Langebaek, Carl","Social conflict and environmental degradation in the valle de Fuquene, Eastern highlands, Colombia: an archaeological perspective.",1994,,FALSE,FALSE,,Arqueología sitio/localidad,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Drennan, Robert & Dale W. Quattrin","Social inequality and agricultural resources in the Valle de La Plata, Colombia.",1995,,TRUE,TRUE,,,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Correa, François",Sociedad y naturaleza en la mitología Muisca.,2005,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Salgado, Héctor; David Stemper & Rolando Flórez",Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,1995,,TRUE,FALSE,La Bocana,Arqueología sitio/localidad,,Cacicazgos,Costa Pacífica,,Investigación básica,Revisión de la información sobre evolución de cacicazgos en el Pacífico meridional.,FALSE
"Drennan, Robert",Sociedades complejas precolombinas: variación y trayectoria de cambio.,1993,,TRUE,FALSE,,Teoría arqueológica,,Cacicazgos,,,Investigación básica,,FALSE
"Wolford, Jack","Some problems of the theory and method in lithic studies: Ecuador, Colombia, and Venezuela.",1994,,TRUE,TRUE,,Teoría arqueológica,,Paleoindio,,,Investigación básica,,FALSE
"Delgado, Miguel","Stable isotope evidence for dietary and cultural change over the Holocene at the Sabana de Bogotá region, Northern South America.",2016,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,Dietas,Investigación básica,,FALSE
"Broadbent, Sylvia","Stone-roofed chambers in Chibcha territory, Colombia.",1965,,TRUE,TRUE,,Materiales Arqueológicos,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Van der Hammen, Thomas",Stratigraphy and environments of the Upper Quaternary of the El Abra corridor and rock shelters (Colombia).,1978,,TRUE,TRUE,El Abra,Arqueología sitio/localidad,,Paleoindio,Altiplano Cundiboyacense,Clima,Investigación básica,,FALSE
"González Fernández, Víctor",Studies of the community and settlement patterns at various scales in the trajectories of chiefdom development in Colombia,2013,,TRUE,FALSE,,,,Cacicazgos,,,Investigación básica,,FALSE
"Bruhns, Karen","Stylistic affinities between the Quimbaya gold style and a little known ceramic style of middle Cauca Valley, Colombia.",1970,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Hernández de  Alba, Gregorio",Sub-Andean tribes of the Cauca valley.,1946,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Salgado, Héctor; Alba Gómez & Judith Hernández",Subestación San Felipe - Tolima.,1998,,FALSE,FALSE,,Arqueología sitio/localidad,,,,,Rescate arqueológico,,FALSE
"Morcote, Gaspar","Subsistencia y manejo de ecosistemas a través del estudio de fitolitos, polen y semillas en grupos humanos precolombinos del área interfluvial de los ríos Amazonas (Solimões) y Putumayo (içá) (Colombia-Brasil).",2005,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Tierras bajas orientales,,Investigación basica,,FALSE
"Mora, Santiago; Luisa F.  Herrera; Inés, Cavelier & Camilo, Rodríguez",Suelos antrópicos amazónicos: génesis y dinámica de una organización política.,1990,,TRUE,FALSE,,Teoría arqueológica,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Cavelier, Inés, Camilo, Rodríguez, Luisa .F. Herrera, Santiago, Mora",Suelos antropogénicos: alternativa de producción amazonica.,1991,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Mora, Santiago","Suelos negros y sociedad: un sistema agrícola de entonces, ¿un sistema agrícola de ahora?",2001,,TRUE,TRUE,"Araracuara 25, Puerto Arturo, Abeja",Arqueología sitio/localidad,,Cacicazgos,Tierras bajas orientales,Agricultura,Investigación básica,,FALSE
"Botero, Pedro; Jonás León & Julio César Moreno",Suelos y grandes paisajes.,1989,,TRUE,FALSE,,Arqueología sitio/localidad,,,Alto Magdalena,,Investigación básica,,FALSE
"Wiesner, Luis",Supervivencia de las instituciones Muíscas - El resguardo de Cota.,1987,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Langebaek, Carl",Supervivencia de practicas de orfebreria en el territorio muisca durante el siglo XVI; el caso de Lenguazaque.,1987,,TRUE,FALSE,,Materiales Arqueológicos,Muisca Tardio,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Castaño, Carlos & Alvaro Soto",Supervivencia indígena en el Orinoco medio: Quimera del Unuma y la Quiripa.,1986,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Cardale de Schrimpff, Marianne",Sylvia Broadbent: una mujer polifacética,2014,,FALSE,FALSE,,Historia de la...,,,,,Investigación básica,,FALSE
"Perdomo, Lucía",Taironas,1978,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Botero, Silvia & Ana María Orozco",Taraba: sistema de documentación de cerámica arqueológica.,1993,,FALSE,FALSE,,Materiales Arqueológicos,,,Macizo Antioqueño,,Investigación básica,Presentan el diseño y aplicación de un programa computarizado para documentar la cerámica de los museos.,FALSE
"Oyuela, Augusto; Renee Bonzani & Jaime Castro",Technology and subsistence: the case of a collector population in northern South America,1993,,FALSE,FALSE,San Jacinto 1,Materiales Arqueológicos,Formativo Temprano,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,Subsistencia y tecnología lítica,FALSE
"Moreno, Martínez Andrea y Catalina Bateman Vargas","Técnica de elaboración de las pictografías ubicadas en el área de  curso del río Farfacá, Tunja (Colombia). Comentado por Danae Fiore y Pedro Argüello.",2004,,FALSE,FALSE,,Materiales Arqueológicos,,,Altiplano Cundiboyacense,Arte rupestre,Investigación básica,,FALSE
"Gnecco, Cristóbal & Amal Mahammed",Tecnología de cazadores-recolectores subandinos: análisis funcional y organización tecnológica.,1994,,TRUE,FALSE,La Elvira,Materiales Arqueológicos,,Paleoindio,,,Investigación básica,,FALSE
"Cely, Cristina",Tejidos colombianos precolombinos: muestra Muisca y Guane.,1977,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Arrubla, Gerardo",Templo de Suamox.,1924,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Arrubla, Gerardo",Templo del Sol.,1924,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Uribe, María Victoria",Tendencias del desarrollo tardio de los cacicazgos andinos colombianos.,1995,,TRUE,FALSE,,Teoría arqueológica,,Cacicazgos,,,Investigación básica,,FALSE
"Piazzini, Carlos Emilio",Teoría en la arqueología de Colombia: un ejercicio a propósito de los umbrales epistemológicos.,2003,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Mora, Santiago",Teorías en la práctica de la arqueología colombiana (3).,2003,,TRUE,FALSE,,Teoría arqueológica,,,,,Política,,FALSE
"Gnecco, Cristóbal",Teorías en la práctica de la arqueología en Colombia(1).,2003,,TRUE,FALSE,,Teoría arqueológica,,,,,,,FALSE
"Langebaek, Carl",Teorías en la práctica de la arqueología en Colombia(2).,2003,,TRUE,FALSE,,Teoría arqueológica,,,,,,,FALSE
"Eden, Michel et al",Terra preta soils and their archaeological contex in the Caquetá basin of soutwest Colombia.,1984,,TRUE,TRUE,,Arqueología sitio/localidad,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Therrien, Monika","Terremotos, movimientos sociales y patrones de comportamiento cultural: arqueología en la cubierta de la catedral primada de Bogotá.",1995,,TRUE,FALSE,,Materiales Arqueológicos,,Colonial,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Castillo, Neyla",Territorio y cultura de los antiguos pobladores del Porce Medio.,1992,,FALSE,FALSE,,Arqueología sitio/localidad,,,Macizo Antioqueño,,Rescate arqueológico,,FALSE
"Groot, Ana María",Territorio y grupos etnicos en el siglo XVI.,1991,,TRUE,FALSE,Jongovito,Etnohistoria,,Colonial,Macizo Andino del sur,,Investigación básica,,FALSE
"Gamboa, Pablo",Tesoros indígenas.,1986,,TRUE,FALSE,,,,Cacicazgos,,,Divulgación historia del arte,,FALSE
"Gonzáles Fernandéz, Victor","Testing a model of site location in the Alto Magdalena, Colombia",2014,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Cardale, Marianne",Textiles arqueológicos de Nariño.,1979,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Macizo Andino del sur,,Investigación básica,,FALSE
"Cardale, Marianne",Textiles arqueológicos del bajo río San Jorge.,1988,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Cardale,  Marianne","Textiles arqueológicos en el museo ""Casa de Bolívar"", Bucaramanga.",1983,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Carneiro, Robert",The aboriginal cultures of Colombia.,1961,,TRUE,TRUE,,Síntesis datos,,,,,Investigación básica,,FALSE
"Oyuela-Caycedo, Augusto & Alejandro Dever",The agency of academic archaeology in Colombia,2011,,FALSE,FALSE,,Historia de la...,,,,,Investigación básica,,FALSE
"Reichel-Dolamtoff, Gerardo",The agricultural basis of the sub-Andean chiefdoms of Colombia.,1961,,FALSE,FALSE,,Teoría arqueológica,,Cacicazgos,,,,,FALSE
"Bray, Warwick, Leonor Herrera; Marianne Cardale & Pedro Botero","The ancient agricultural landscape of Calima, Colombia.",1987,,TRUE,FALSE,"El Dorado, El Topacio,",Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Velandia, César",The archaeological culture of San Agustín. Towards a new interpretation.,1999,,TRUE,TRUE,,Teoría arqueológica,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Hornell, James","The archaeology of Gorgona Island, south America.",1926,,TRUE,TRUE,,Arqueología sitio/localidad,,,Costa Pacífica,,Investigación básica,,FALSE
"Hernández de  Alba, Gregorio",The archaeology of San Agustín and Tierradentro.,1946,,TRUE,TRUE,,Síntesis datos,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",The archaeology of the northern lowlands.,1961,,TRUE,FALSE,,Síntesis datos,,,,,Investigación básica,,FALSE
"Hornell, James","The archaic scultured rocks and stone implements of Gorgona island, south America.",1925,,TRUE,TRUE,,Arqueología sitio/localidad,,,Costa Pacífica,,Investigación básica,,FALSE
"Enslow, Sam",The art of prehispanic Colombia : an illustrated cultural and historical survey.,1990,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,,Divulgación historia del arte,,FALSE
"Enslow, San",The art of prehispanic Colombia.,1990,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,,"Arte, relato",Investigación básica,,FALSE
"Nachtigal, Horst",The cave tumbs of Tierradentro.,1955,,TRUE,TRUE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Broadbent, Sylvia","The Chibcha raised-field system in the Sabana de Bogotá, Colombia: Further investigations.",1987,,TRUE,TRUE,,Arqueología sitio/localidad,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Maarleveld, G.E & Thomas van der Hammen",The correlation between upper pleistocene pluvial and glacial stages.,1959,,TRUE,TRUE,,,,Paleoindio,,Clima,Investigación básica,,FALSE
"Muños, Guillermo",The debate between GIPRI and the state agency ICANH.,2005,,FALSE,FALSE,,Patrimonio,,,,Arte rupestre,Política,,FALSE
"Raymond J. Scott , Augusto Oyuela-Caycedo &Patrick H. Carmichael",The earliest ceramic technologies of the Nothern Andes; A comparative analysis.,1998,,TRUE,TRUE,San Jacinto,Materiales Arqueológicos,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Hurt, Wesley; Thomas van der Hammen & Gonzalo Correal","The El Abra rockshelters, sabana de Bogotá Colombia south America.",1976,,TRUE,TRUE,El Abra,Arqueología sitio/localidad,,Paleoindio,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Hoopes, John W.","The emergence of social complexity in the Chibchan world of southener Central America and Nothern Colombia, AD 300-600.",2005,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,,,Investigación basica,,FALSE
"Kruschek, Michael",The evolution of the Bogotá chiefdom: a household view.,2003,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",The feline motif in prehistoric San Agustin sculpture.,1972,,TRUE,TRUE,,Síntesis datos,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",The feline motif in prehistoric San Agustín sculpture.,1972,,TRUE,TRUE,,Teoría arqueológica,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",The Feline Motif in Prehistoric San Agustín Sculture.,1972,,TRUE,FALSE,,Teoría arqueológica,,,Alto Magdalena,,Investigación basica,,FALSE
"Broadbent, Sylvia",The formation of peasant society in central Colombia.,1981,,TRUE,TRUE,,Etnohistoria,Muisca,Colonial,Altiplano Cundiboyacense,,Investigación básica,,FALSE
Museo del Oro,"The gold of ancient Colombia from El Museo del Oro, Banco de la Republica, Bogota, Colombia; exhibition organized by the Center for Inter-American Relations and the American Federation of Arts.",1974,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,Orfebrería,Divulgación,,FALSE
"Bray, Warwick",The gold of El Dorado.,1978,,TRUE,TRUE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Falchetti, Ana María",The gold of greater Zenú: prehispanic metallury in the caribbean lowlands of Colombia.,2000,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación basica,,FALSE
"Biese, Leo",The gold of Parita.,1967,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Panama,Orfebrería,Investigación básica,Estudia una colección de orfeberia guaqueda en Panama. Indica relaciones con la orfeberia colombiana. La cerámica de este sitio no se parece en nada a la Colombiana. Ver Dade bibliografia general.,FALSE
